1,0.843692847,0.7
2,-0.288478108,0.3
3,0.344509196,0.3
4,0.648960323,0.5
5,1.647609128,2
6,4.74E-02,0.04
7,-1.36E-03,0.001
8,-0.348472811,0.3
9,0.158887213,0.25
10,0.959968305,1
11,3.70E-02,0.03
12,-8.62E-04,0.001
13,0.132888473,0.1
14,5.24E-02,0.05
15,6.19E-02,0.05
16,4.07E-02,0.05
17,3.43E-02,0.05
18,6.48E-02,0.05
19,5.20E-02,0.05
20,-0.287770807,0.3
21,0.310398609,0.25
22,0.799345073,1
23,2.04E-02,0.03
24,-6.95E-04,0.001
25,2.27E-02,0.05
26,0.102422399,0.1
27,6.37E-02,0.05
28,2.50E-02,0.05
29,4.78E-02,0.05
30,4.51E-02,0.05
31,5.81E-02,0.05
32,-0.332465979,0.3
33,0.311385066,0.25
34,0.799833139,1
35,2.03E-02,0.03
36,-5.50E-04,0.001
37,5.33E-02,0.05
38,4.26E-02,0.05
39,9.78E-02,0.1
40,3.98E-02,0.05
41,4.10E-02,0.05
42,4.53E-02,0.05
43,4.03E-02,0.05
44,-0.515476905,0.3
45,0.244434028,0.25
46,0.553851921,1
47,1.71E-02,0.03
48,-4.63E-04,0.001
49,1.14E-02,0.05
50,2.60E-02,0.05
51,4.92E-02,0.05
52,9.88E-02,0.1
53,2.06E-02,0.05
54,4.36E-02,0.05
55,4.54E-02,0.05
56,-0.279822411,0.3
57,0.366587098,0.25
58,0.721669201,1
59,1.06E-02,0.03
60,-3.08E-04,0.001
61,9.03E-03,0.05
62,3.37E-02,0.05
63,5.62E-02,0.05
64,9.67E-03,0.05
65,9.13E-02,0.1
66,3.68E-02,0.05
67,5.50E-02,0.05
68,-0.350734702,0.3
69,0.308978652,0.25
70,0.716933353,1
71,2.46E-02,0.03
72,-5.42E-04,0.001
73,6.79E-02,0.05
74,3.71E-02,0.05
75,6.59E-02,0.05
76,4.29E-02,0.05
77,5.72E-02,0.05
78,0.10108976,0.1
79,5.32E-02,0.05
80,-0.249699312,0.3
81,0.307198632,0.25
82,0.848416151,1
83,1.88E-02,0.03
84,-4.38E-04,0.001
85,5.71E-03,0.05
86,-8.31E-03,0.05
87,2.07E-02,0.05
88,-7.18E-04,0.05
89,5.67E-03,0.05
90,1.45E-02,0.05
91,9.29E-02,0.1
92,18.53528918,2.9
93,0.199623815,-1.9
94,0.164552469,-1.9
95,0.149395539,-1.9
96,0.193401645,-1.2
97,0.198324148,-1.2
98,0.170838482,-1.2
99,0.224767244,-1.2
100,3.238471572,3.2
101,3.280541172,3.2
102,3.409820502,3.4
103,3.276662748,3.2
104,3.244463666,3.2
105,3.352034745,3.4
106,3.269290069,3.2
107,-7.84E-02,0.5
108,0.207272798,0.5
109,-0.221894824,0.5
110,-5.61E-02,0.5
111,0.171274015,0.5
112,-0.175294773,0.5
113,1.846816953,2.2
114,1.917244747,2.2
115,2.451088525,2.5
116,1.813608411,2.2
117,1.838176055,2.2
118,2.10583356,2.6
119,2.084148988,2.3
120,0.113635052,0.1
121,1.01E-02,0.1
122,4.64E-02,0.1
123,0.295505225,0.2
124,2.63E-02,0.01
125,-6.12E-04,0.002
126,0.475756043,1
127,0.416366472,1
128,-6.75E-02,1
129,0.105170526,1
130,0.252956826,1
131,0.714665133,1
132,2.148928323,0.7
133,0.858266738,1
134,0.499093087,0.5
135,0.801478035,0.5
136,0.581793062,0.5
137,0.873808119,1
138,0.835490421,1
139,0.521619728,1
140,0.787794784,1
141,-0.820810188,1
142,-0.637607687,0.5
143,-0.530390754,0.5
144,-0.990858757,1
145,-0.302662804,0.5
146,-0.414749533,0.5
147,-0.910039695,0.5
148,-0.656272583,0.5
149,-0.190602436,0.15
150,0.187473936,0.15
151,0.242420436,0.3
152,0.357908608,0.3
153,8.27E-02,0.3
154,0.322376336,0.3
155,0.172440677,0.3
156,9.54E-02,0.3
157,6.78E-02,0.3
158,0.19451282,0.3
159,4.39E-02,0.3
160,2.23E-02,0.3
161,0.508115098,0.3
162,0.338808627,0.3
163,0.498785697,0.3
164,0.416104488,0.3
165,0.124666052,0.3
166,0.162929905,0.3
167,8.69E-02,0.3
168,0.221499958,0.3
169,-6.12E-02,0.3
170,0.248068772,0.3
171,0.247925869,0.3
172,0.104577846,0.3
173,0.650710043,0.3
174,0.203954675,0.3
175,0.252902001,-1.203972804
176,-3.17E-03,-0.005
177,0.446370378,-0.510825624
178,-1.19E-02,-0.005
179,0.337985933,-0.916290732
180,-3.31E-03,-0.005
181,0.336207453,-1.203972804
182,-4.23E-05,-0.005
183,0.325079688,-1.203972804
184,3.27E-03,-0.005
185,0.414752849,-1.203972804
186,-1.41E-02,-0.005
187,0.184376474,-1.203972804
188,2.92E-03,-0.005
189,0.139149105,-1.609437912
190,-1.92E-03,-0.005
191,0.306164799,-1.049822124
192,-1.57E-03,-0.005
193,0.600936581,-0.597837001
194,-3.01E-03,-0.005
195,0.165143176,-0.510825624
196,-2.61E-03,-0.005
197,0.41804292,-0.510825624
198,4.00E-04,-0.005
199,0.516824909,-0.510825624
200,-1.90E-03,-0.005
201,0.577355797,-0.510825624
202,9.98E-03,-0.005
203,0.120640099,-1.6
204,6.81E-02,-1.6
205,0.454566719,-1.6
206,8.28E-02,-1.6
207,0.29632828,-1.6
208,0.390887702,-1.6
209,0.115384608,-1.6
210,1,0.1
211,1,0.1
212,1,0.1
213,1,0.1
214,1,0.1
215,1,0.1
216,1,0.1
217,1,0.1
218,1,0.1
219,1,0.1
220,1,0.1
221,1,0.1
222,1,0.1
223,1,0.1
